100,-100,-100,-1000
210,-90,-90,-1000
320,-80,-100,-1000
430,-70,-90,-1000
540,-60,-100,-1000
650,-50,-90,-1000
760,-40,-100,-1000
870,-30,-90,-1000
980,-20,-100,-1000
1090,-10,-90,-1000
1200,0,-100,-1000
1310,10,-90,-1000
1420,20,-100,-1000
1530,30,-90,-1000
1640,40,-100,-1000
1750,50,-90,-1000
1860,60,-100,-1000
1970,70,-90,-1000
2080,80,-100,-1000
2190,90,-90,-1000
2300,100,-100,-1000
2410,100,-90,-1000
2520,100,-80,-1000
2630,90,-70,-1000
2740,80,-80,-1000
2850,70,-70,-1000
2960,60,-80,-1000
3070,50,-70,-1000
3180,40,-80,-1000
3290,30,-70,-1000
3400,20,-80,-1000
3510,10,-70,-1000
3620,0,-80,-1000
3730,-10,-70,-1000
3840,-20,-80,-1000
3950,-30,-70,-1000
4060,-40,-80,-1000
4170,-50,-70,-1000
4280,-60,-80,-1000
4390,-70,-70,-1000
4500,-80,-80,-1000
4610,-90,-70,-1000
4720,-100,-80,-1000
4830,-100,-70,-1000
4940,-100,-60,-1000
5050,-90,-50,-1000
5160,-80,-60,-1000
5270,-70,-50,-1000
5380,-60,-60,-1000
5490,-50,-50,-1000
5600,-40,-60,-1000
5710,-30,-50,-1000
5820,-20,-60,-1000
5930,-10,-50,-1000
6040,0,-60,-1000
6150,10,-50,-1000
6260,20,-60,-1000
6370,30,-50,-1000
6480,40,-60,-1000
6590,50,-50,-1000
6700,60,-60,-1000
6810,70,-50,-1000
6920,80,-60,-1000
7030,90,-50,-1000
7140,100,-60,-1000
7250,100,-50,-1000
7360,100,-40,-1000
7470,90,-30,-1000
7580,80,-40,-1000
7690,70,-30,-1000
7800,60,-40,-1000
7910,50,-30,-1000
8020,40,-40,-1000
8130,30,-30,-1000
8240,20,-40,-1000
8350,10,-30,-1000
8460,0,-40,-1000
8570,-10,-30,-1000
8680,-20,-40,-1000
8790,-30,-30,-1000
8900,-40,-40,-1000
9010,-50,-30,-1000
9120,-60,-40,-1000
9230,-70,-30,-1000
9340,-80,-40,-1000
9450,-90,-30,-1000
9560,-100,-40,-1000
9670,-100,-30,-1000
9780,-100,-20,-1000
9890,-90,-10,-1000
10000,-80,-20,-1000
10110,-70,-10,-1000
10220,-60,-20,-1000
10330,-50,-10,-1000
10440,-40,-20,-1000
10550,-30,-10,-1000
10660,-20,-20,-1000
10770,-10,-10,-1000
10880,0,-20,-1000
10990,10,-10,-1000
11100,20,-20,-1000
11210,30,-10,-1000
11320,40,-20,-1000
11430,50,-10,-1000
11540,60,-20,-1000
11650,70,-10,-1000
11760,80,-20,-1000
11870,90,-10,-1000
11980,100,-20,-1000
12090,100,-10,-1000
12200,100,0,-1000
12310,90,10,-1000
12420,80,0,-1000
12530,70,10,-1000
12640,60,0,-1000
12750,50,10,-1000
12860,40,0,-1000
12970,30,10,-1000
13080,20,0,-1000
13190,10,10,-1000
13300,0,0,-1000
13410,-10,10,-1000
13520,-20,0,-1000
13630,-30,10,-1000
13740,-40,0,-1000
13850,-50,10,-1000
13960,-60,0,-1000
14070,-70,10,-1000
14180,-80,0,-1000
14290,-90,10,-1000
14400,-100,0,-1000
14510,-100,10,-1000
14620,-100,20,-1000
14730,-90,30,-1000
14840,-80,20,-1000
14950,-70,30,-1000
15060,-60,20,-1000
15170,-50,30,-1000
15280,-40,20,-1000
15390,-30,30,-1000
15500,-20,20,-1000
15610,-10,30,-1000
15720,0,20,-1000
15830,10,30,-1000
15940,20,20,-1000
16050,30,30,-1000
16160,40,20,-1000
16270,50,30,-1000
16380,60,20,-1000
16490,70,30,-1000
16600,80,20,-1000
16710,90,30,-1000
16820,100,20,-1000
16930,100,30,-1000
17040,100,40,-1000
17150,90,50,-1000
17260,80,40,-1000
17370,70,50,-1000
17480,60,40,-1000
17590,50,50,-1000
17700,40,40,-1000
17810,30,50,-1000
17920,20,40,-1000
18030,10,50,-1000
18140,0,40,-1000
18250,-10,50,-1000
18360,-20,40,-1000
18470,-30,50,-1000
18580,-40,40,-1000
18690,-50,50,-1000
18800,-60,40,-1000
18910,-70,50,-1000
19020,-80,40,-1000
19130,-90,50,-1000
19240,-100,40,-1000
19350,-100,50,-1000
19460,-100,60,-1000
19570,-90,70,-1000
19680,-80,60,-1000
19790,-70,70,-1000
19900,-60,60,-1000
20010,-50,70,-1000
20120,-40,60,-1000
20230,-30,70,-1000
20340,-20,60,-1000
20450,-10,70,-1000
20560,0,60,-1000
20670,10,70,-1000
20780,20,60,-1000
20890,30,70,-1000
21000,40,60,-1000
21110,50,70,-1000
21220,60,60,-1000
21330,70,70,-1000
21440,80,60,-1000
21550,90,70,-1000
21660,100,60,-1000
21770,100,70,-1000
21880,100,80,-1000
21990,90,90,-1000
22100,80,80,-1000
22210,70,90,-1000
22320,60,80,-1000
22430,50,90,-1000
22540,40,80,-1000
22650,30,90,-1000
22760,20,80,-1000
22870,10,90,-1000
22980,0,80,-1000
23090,-10,90,-1000
23200,-20,80,-1000
23310,-30,90,-1000
23420,-40,80,-1000
23530,-50,90,-1000
23640,-60,80,-1000
23750,-70,90,-1000
23860,-80,80,-1000
23970,-90,90,-1000
24080,-100,80,-1000
24190,-100,90,-1000
24300,-100,100,-1000
