100,-100,-100,-1000
144.14,-90,-90,-1000
188.28,-80,-100,-1000
232.43,-70,-90,-1000
276.57,-60,-100,-1000
320.71,-50,-90,-1000
364.85,-40,-100,-1000
408.99,-30,-90,-1000
453.14,-20,-100,-1000
497.28,-10,-90,-1000
541.42,0,-100,-1000
585.56,10,-90,-1000
629.71,20,-100,-1000
673.85,30,-90,-1000
717.99,40,-100,-1000
762.13,50,-90,-1000
806.27,60,-100,-1000
850.42,70,-90,-1000
894.56,80,-100,-1000
938.7,90,-90,-1000
982.84,100,-100,-1000
1022.8,100,-90,-1000
1062.8,100,-80,-1000
1107,90,-70,-1000
1151.1,80,-80,-1000
1195.3,70,-70,-1000
1239.4,60,-80,-1000
1283.6,50,-70,-1000
1327.7,40,-80,-1000
1371.8,30,-70,-1000
1416,20,-80,-1000
1460.1,10,-70,-1000
1504.3,0,-80,-1000
1548.4,-10,-70,-1000
1592.5,-20,-80,-1000
1636.7,-30,-70,-1000
1680.8,-40,-80,-1000
1725,-50,-70,-1000
1769.1,-60,-80,-1000
1813.3,-70,-70,-1000
1857.4,-80,-80,-1000
1901.5,-90,-70,-1000
1945.7,-100,-80,-1000
1985.7,-100,-70,-1000
2025.7,-100,-60,-1000
2069.8,-90,-50,-1000
2114,-80,-60,-1000
2158.1,-70,-50,-1000
2202.3,-60,-60,-1000
2246.4,-50,-50,-1000
2290.5,-40,-60,-1000
2334.7,-30,-50,-1000
2378.8,-20,-60,-1000
2423,-10,-50,-1000
2467.1,0,-60,-1000
2511.2,10,-50,-1000
2555.4,20,-60,-1000
2599.5,30,-50,-1000
2643.7,40,-60,-1000
2687.8,50,-50,-1000
2732,60,-60,-1000
2776.1,70,-50,-1000
2820.2,80,-60,-1000
2864.4,90,-50,-1000
2908.5,100,-60,-1000
2948.5,100,-50,-1000
2988.5,100,-40,-1000
3032.7,90,-30,-1000
3076.8,80,-40,-1000
3121,70,-30,-1000
3165.1,60,-40,-1000
3209.2,50,-30,-1000
3253.4,40,-40,-1000
3297.5,30,-30,-1000
3341.7,20,-40,-1000
3385.8,10,-30,-1000
3429.9,0,-40,-1000
3474.1,-10,-30,-1000
3518.2,-20,-40,-1000
3562.4,-30,-30,-1000
3606.5,-40,-40,-1000
3650.7,-50,-30,-1000
3694.8,-60,-40,-1000
3738.9,-70,-30,-1000
3783.1,-80,-40,-1000
3827.2,-90,-30,-1000
3871.4,-100,-40,-1000
3911.4,-100,-30,-1000
3951.4,-100,-20,-1000
3995.5,-90,-10,-1000
4039.7,-80,-20,-1000
4083.8,-70,-10,-1000
4127.9,-60,-20,-1000
4172.1,-50,-10,-1000
4216.2,-40,-20,-1000
4260.4,-30,-10,-1000
4304.5,-20,-20,-1000
4348.7,-10,-10,-1000
4392.8,0,-20,-1000
4436.9,10,-10,-1000
4481.1,20,-20,-1000
4525.2,30,-10,-1000
4569.4,40,-20,-1000
4613.5,50,-10,-1000
4657.6,60,-20,-1000
4701.8,70,-10,-1000
4745.9,80,-20,-1000
4790.1,90,-10,-1000
4834.2,100,-20,-1000
4874.2,100,-10,-1000
4914.2,100,0,-1000
4958.4,90,10,-1000
5002.5,80,0,-1000
5046.6,70,10,-1000
5090.8,60,0,-1000
5134.9,50,10,-1000
5179.1,40,0,-1000
5223.2,30,10,-1000
5267.4,20,0,-1000
5311.5,10,10,-1000
5355.6,0,0,-1000
5399.8,-10,10,-1000
5443.9,-20,0,-1000
5488.1,-30,10,-1000
5532.2,-40,0,-1000
5576.3,-50,10,-1000
5620.5,-60,0,-1000
5664.6,-70,10,-1000
5708.8,-80,0,-1000
5752.9,-90,10,-1000
5797.1,-100,0,-1000
5837.1,-100,10,-1000
5877.1,-100,20,-1000
5921.2,-90,30,-1000
5965.3,-80,20,-1000
6009.5,-70,30,-1000
6053.6,-60,20,-1000
6097.8,-50,30,-1000
6141.9,-40,20,-1000
6186.1,-30,30,-1000
6230.2,-20,20,-1000
6274.3,-10,30,-1000
6318.5,0,20,-1000
6362.6,10,30,-1000
6406.8,20,20,-1000
6450.9,30,30,-1000
6495,40,20,-1000
6539.2,50,30,-1000
6583.3,60,20,-1000
6627.5,70,30,-1000
6671.6,80,20,-1000
6715.8,90,30,-1000
6759.9,100,20,-1000
6799.9,100,30,-1000
6839.9,100,40,-1000
6884,90,50,-1000
6928.2,80,40,-1000
6972.3,70,50,-1000
7016.5,60,40,-1000
7060.6,50,50,-1000
7104.8,40,40,-1000
7148.9,30,50,-1000
7193,20,40,-1000
7237.2,10,50,-1000
7281.3,0,40,-1000
7325.5,-10,50,-1000
7369.6,-20,40,-1000
7413.7,-30,50,-1000
7457.9,-40,40,-1000
7502,-50,50,-1000
7546.2,-60,40,-1000
7590.3,-70,50,-1000
7634.5,-80,40,-1000
7678.6,-90,50,-1000
7722.7,-100,40,-1000
7762.7,-100,50,-1000
7802.7,-100,60,-1000
7846.9,-90,70,-1000
7891,-80,60,-1000
7935.2,-70,70,-1000
7979.3,-60,60,-1000
8023.5,-50,70,-1000
8067.6,-40,60,-1000
8111.7,-30,70,-1000
8155.9,-20,60,-1000
8200,-10,70,-1000
8244.2,0,60,-1000
8288.3,10,70,-1000
8332.4,20,60,-1000
8376.6,30,70,-1000
8420.7,40,60,-1000
8464.9,50,70,-1000
8509,60,60,-1000
8553.2,70,70,-1000
8597.3,80,60,-1000
8641.4,90,70,-1000
8685.6,100,60,-1000
