100,-100,-100,-1000
124.14,-90,-90,-1000
148.28,-80,-100,-1000
172.43,-70,-90,-1000
196.57,-60,-100,-1000
220.71,-50,-90,-1000
244.85,-40,-100,-1000
268.99,-30,-90,-1000
293.14,-20,-100,-1000
317.28,-10,-90,-1000
341.42,0,-100,-1000
365.56,10,-90,-1000
389.71,20,-100,-1000
413.85,30,-90,-1000
437.99,40,-100,-1000
462.13,50,-90,-1000
486.27,60,-100,-1000
510.42,70,-90,-1000
534.56,80,-100,-1000
558.7,90,-90,-1000
582.84,100,-100,-1000
602.84,100,-90,-1000
622.84,100,-80,-1000
646.98,90,-70,-1000
671.13,80,-80,-1000
695.27,70,-70,-1000
719.41,60,-80,-1000
743.55,50,-70,-1000
767.7,40,-80,-1000
791.84,30,-70,-1000
815.98,20,-80,-1000
840.12,10,-70,-1000
864.26,0,-80,-1000
888.41,-10,-70,-1000
912.55,-20,-80,-1000
936.69,-30,-70,-1000
960.83,-40,-80,-1000
984.97,-50,-70,-1000
1009.1,-60,-80,-1000
1033.3,-70,-70,-1000
1057.4,-80,-80,-1000
1081.5,-90,-70,-1000
1105.7,-100,-80,-1000
1125.7,-100,-70,-1000
1145.7,-100,-60,-1000
1169.8,-90,-50,-1000
1194,-80,-60,-1000
1218.1,-70,-50,-1000
1242.3,-60,-60,-1000
1266.4,-50,-50,-1000
1290.5,-40,-60,-1000
1314.7,-30,-50,-1000
1338.8,-20,-60,-1000
1363,-10,-50,-1000
1387.1,0,-60,-1000
1411.2,10,-50,-1000
1435.4,20,-60,-1000
1459.5,30,-50,-1000
1483.7,40,-60,-1000
1507.8,50,-50,-1000
1532,60,-60,-1000
1556.1,70,-50,-1000
1580.2,80,-60,-1000
1604.4,90,-50,-1000
1628.5,100,-60,-1000
1648.5,100,-50,-1000
1668.5,100,-40,-1000
1692.7,90,-30,-1000
1716.8,80,-40,-1000
1741,70,-30,-1000
1765.1,60,-40,-1000
1789.2,50,-30,-1000
1813.4,40,-40,-1000
1837.5,30,-30,-1000
1861.7,20,-40,-1000
1885.8,10,-30,-1000
1909.9,0,-40,-1000
1934.1,-10,-30,-1000
1958.2,-20,-40,-1000
1982.4,-30,-30,-1000
2006.5,-40,-40,-1000
2030.7,-50,-30,-1000
2054.8,-60,-40,-1000
2078.9,-70,-30,-1000
2103.1,-80,-40,-1000
2127.2,-90,-30,-1000
2151.4,-100,-40,-1000
2171.4,-100,-30,-1000
2191.4,-100,-20,-1000
2215.5,-90,-10,-1000
2239.7,-80,-20,-1000
2263.8,-70,-10,-1000
2287.9,-60,-20,-1000
2312.1,-50,-10,-1000
2336.2,-40,-20,-1000
2360.4,-30,-10,-1000
2384.5,-20,-20,-1000
2408.7,-10,-10,-1000
2432.8,0,-20,-1000
2456.9,10,-10,-1000
2481.1,20,-20,-1000
2505.2,30,-10,-1000
2529.4,40,-20,-1000
2553.5,50,-10,-1000
2577.6,60,-20,-1000
2601.8,70,-10,-1000
2625.9,80,-20,-1000
2650.1,90,-10,-1000
2674.2,100,-20,-1000
2694.2,100,-10,-1000
2714.2,100,0,-1000
2738.4,90,10,-1000
2762.5,80,0,-1000
2786.6,70,10,-1000
2810.8,60,0,-1000
2834.9,50,10,-1000
2859.1,40,0,-1000
2883.2,30,10,-1000
2907.4,20,0,-1000
2931.5,10,10,-1000
2955.6,0,0,-1000
2979.8,-10,10,-1000
3003.9,-20,0,-1000
3028.1,-30,10,-1000
3052.2,-40,0,-1000
3076.3,-50,10,-1000
3100.5,-60,0,-1000
3124.6,-70,10,-1000
3148.8,-80,0,-1000
3172.9,-90,10,-1000
3197.1,-100,0,-1000
3217.1,-100,10,-1000
3237.1,-100,20,-1000
3261.2,-90,30,-1000
3285.3,-80,20,-1000
3309.5,-70,30,-1000
3333.6,-60,20,-1000
3357.8,-50,30,-1000
3381.9,-40,20,-1000
3406.1,-30,30,-1000
3430.2,-20,20,-1000
3454.3,-10,30,-1000
3478.5,0,20,-1000
3502.6,10,30,-1000
3526.8,20,20,-1000
3550.9,30,30,-1000
3575,40,20,-1000
3599.2,50,30,-1000
3623.3,60,20,-1000
3647.5,70,30,-1000
3671.6,80,20,-1000
3695.8,90,30,-1000
3719.9,100,20,-1000
3739.9,100,30,-1000
3759.9,100,40,-1000
3784,90,50,-1000
3808.2,80,40,-1000
3832.3,70,50,-1000
3856.5,60,40,-1000
3880.6,50,50,-1000
3904.8,40,40,-1000
3928.9,30,50,-1000
3953,20,40,-1000
3977.2,10,50,-1000
4001.3,0,40,-1000
4025.5,-10,50,-1000
4049.6,-20,40,-1000
4073.7,-30,50,-1000
4097.9,-40,40,-1000
4122,-50,50,-1000
4146.2,-60,40,-1000
4170.3,-70,50,-1000
4194.5,-80,40,-1000
4218.6,-90,50,-1000
4242.7,-100,40,-1000
4262.7,-100,50,-1000
4282.7,-100,60,-1000
4306.9,-90,70,-1000
4331,-80,60,-1000
4355.2,-70,70,-1000
4379.3,-60,60,-1000
4403.5,-50,70,-1000
4427.6,-40,60,-1000
4451.7,-30,70,-1000
4475.9,-20,60,-1000
4500,-10,70,-1000
4524.2,0,60,-1000
4548.3,10,70,-1000
4572.4,20,60,-1000
4596.6,30,70,-1000
4620.7,40,60,-1000
4644.9,50,70,-1000
4669,60,60,-1000
4693.2,70,70,-1000
4717.3,80,60,-1000
4741.4,90,70,-1000
4765.6,100,60,-1000
4785.6,100,70,-1000
4805.6,100,80,-1000
4829.7,90,90,-1000
4853.9,80,80,-1000
4878,70,90,-1000
4902.2,60,80,-1000
4926.3,50,90,-1000
4950.4,40,80,-1000
4974.6,30,90,-1000
4998.7,20,80,-1000
5022.9,10,90,-1000
5047,0,80,-1000
5071.1,-10,90,-1000
5095.3,-20,80,-1000
5119.4,-30,90,-1000
5143.6,-40,80,-1000
5167.7,-50,90,-1000
5191.9,-60,80,-1000
5216,-70,90,-1000
5240.1,-80,80,-1000
5264.3,-90,90,-1000
5288.4,-100,80,-1000
5308.4,-100,90,-1000
5328.4,-100,100,-1000
